ID,Type,SKU,Name,Published,Short description,Description,Regular price,Sale price,Categories,Tags,In stock?,Meta: _price_min,Meta: _price_max,Meta: _price_avg,Meta: _nb_sources,Meta: _last_update
,simple,SB-PUM-CLYDE-OG,Puma Clyde OG,1,Prix agrégés marché FR — 37 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 64.95 €, max 112.50 €, moyenne 84.61 €. Dernière mise à jour : 2026-03-28 18:41:31.",112.50,84.61,Sneakers > Puma,"Puma,sneakers,FR",1,64.95,112.50,84.61,37,2026-03-28 18:41:31
,simple,SB-PUM-FUTURE-RIDER-P,Puma Future Rider Play On,1,Prix agrégés marché FR — 33 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 73.50 €, max 129.95 €, moyenne 98.49 €. Dernière mise à jour : 2026-03-28 18:41:31.",129.95,98.49,Sneakers > Puma,"Puma,sneakers,FR",1,73.50,129.95,98.49,33,2026-03-28 18:41:31
,simple,SB-PUM-PALERMO-LEATHE,Puma Palermo Leather,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 121.50 €, moyenne 93.12 €. Dernière mise à jour : 2026-03-28 18:41:31.",121.50,93.12,Sneakers > Puma,"Puma,sneakers,FR",1,70.00,121.50,93.12,29,2026-03-28 18:41:31
,simple,SB-PUM-PALERMO-OG,Puma Palermo OG,1,Prix agrégés marché FR — 36 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 103.50 €, moyenne 80.40 €. Dernière mise à jour : 2026-03-28 18:41:31.",103.50,80.40,Sneakers > Puma,"Puma,sneakers,FR",1,60.00,103.50,80.40,36,2026-03-28 18:41:31
,simple,SB-PUM-PALERMO-WOMEN,Puma Palermo Women,1,Prix agrégés marché FR — 36 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 103.50 €, moyenne 81.05 €. Dernière mise à jour : 2026-03-28 18:41:31.",103.50,81.05,Sneakers > Puma,"Puma,sneakers,FR",1,60.00,103.50,81.05,36,2026-03-28 18:41:31
,simple,SB-PUM-RS-X-EFEKT,Puma RS-X Efekt,1,Prix agrégés marché FR — 39 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 65.00 €, max 112.50 €, moyenne 86.35 €. Dernière mise à jour : 2026-03-28 18:41:31.",112.50,86.35,Sneakers > Puma,"Puma,sneakers,FR",1,65.00,112.50,86.35,39,2026-03-28 18:41:31
,simple,SB-PUM-RS-X-REINVENTI,Puma RS-X Reinvention,1,Prix agrégés marché FR — 39 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 63.95 €, max 112.50 €, moyenne 87.44 €. Dernière mise à jour : 2026-03-28 18:41:31.",112.50,87.44,Sneakers > Puma,"Puma,sneakers,FR",1,63.95,112.50,87.44,39,2026-03-28 18:41:31
,simple,SB-PUM-RS-X-WOMEN,Puma RS-X Women,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 85.00 €, max 160.00 €, moyenne 118.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",160.00,118.00,Sneakers > Puma,"Puma,sneakers,FR",1,85.00,160.00,118.00,29,2026-03-28 18:41:31
,simple,SB-PUM-SPEEDCAT,Puma Speedcat,1,Prix agrégés marché FR — 48 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 65.00 €, max 112.50 €, moyenne 87.83 €. Dernière mise à jour : 2026-03-28 18:41:31.",112.50,87.83,Sneakers > Puma,"Puma,sneakers,FR",1,65.00,112.50,87.83,48,2026-03-28 18:41:31
,simple,SB-PUM-SPEEDCAT-OG,Puma Speedcat OG,1,Prix agrégés marché FR — 38 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 65.00 €, max 117.00 €, moyenne 91.46 €. Dernière mise à jour : 2026-03-28 18:41:31.",117.00,91.46,Sneakers > Puma,"Puma,sneakers,FR",1,65.00,117.00,91.46,38,2026-03-28 18:41:31
,simple,SB-PUM-SPEEDCAT-WOMEN,Puma Speedcat Women,1,Prix agrégés marché FR — 37 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 140.00 €, moyenne 105.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",140.00,105.00,Sneakers > Puma,"Puma,sneakers,FR",1,80.00,140.00,105.00,37,2026-03-28 18:41:31
,simple,SB-PUM-SUEDE-CLASSIC-,Puma Suede Classic Archive,1,Prix agrégés marché FR — 31 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 69.95 €, max 121.50 €, moyenne 92.57 €. Dernière mise à jour : 2026-03-28 18:41:31.",121.50,92.57,Sneakers > Puma,"Puma,sneakers,FR",1,69.95,121.50,92.57,31,2026-03-28 18:41:31
,simple,SB-PUM-SUEDE-CLASSIC-,Puma Suede Classic XXI,1,Prix agrégés marché FR — 25 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 72.00 €, max 129.60 €, moyenne 98.31 €. Dernière mise à jour : 2026-03-28 18:41:31.",129.60,98.31,Sneakers > Puma,"Puma,sneakers,FR",1,72.00,129.60,98.31,25,2026-03-28 18:41:31
,simple,SB-PUM-SUEDE-WOMEN,Puma Suede Women,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 130.00 €, moyenne 96.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",130.00,96.00,Sneakers > Puma,"Puma,sneakers,FR",1,70.00,130.00,96.00,29,2026-03-28 18:41:31
,simple,SB-REE-BB-4000-II,Reebok BB 4000 II,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 85.00 €, max 150.00 €, moyenne 117.19 €. Dernière mise à jour : 2026-03-28 18:41:31.",150.00,117.19,Sneakers > Reebok,"Reebok,sneakers,FR",1,85.00,150.00,117.19,26,2026-03-28 18:41:31
,simple,SB-REE-CLASSIC-LEATHE,Reebok Classic Leather Legacy,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 65.00 €, max 130.00 €, moyenne 92.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",130.00,92.00,Sneakers > Reebok,"Reebok,sneakers,FR",1,65.00,130.00,92.00,29,2026-03-28 18:41:31
,simple,SB-REE-CLASSIC-LEATHE,Reebok Classic Leather SP,1,Prix agrégés marché FR — 22 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 66.50 €, max 119.00 €, moyenne 85.33 €. Dernière mise à jour : 2026-03-28 18:41:31.",119.00,85.33,Sneakers > Reebok,"Reebok,sneakers,FR",1,66.50,119.00,85.33,22,2026-03-28 18:41:31
,simple,SB-REE-CLASSIC-LEATHE,Reebok Classic Leather Women,1,Prix agrégés marché FR — 27 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 66.50 €, max 105.01 €, moyenne 87.85 €. Dernière mise à jour : 2026-03-28 18:41:31.",105.01,87.85,Sneakers > Reebok,"Reebok,sneakers,FR",1,66.50,105.01,87.85,27,2026-03-28 18:41:31
,simple,SB-REE-CLUB-C-85-EXTR,Reebok Club C 85 Extra,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 68.00 €, max 110.00 €, moyenne 87.07 €. Dernière mise à jour : 2026-03-28 18:41:31.",110.00,87.07,Sneakers > Reebok,"Reebok,sneakers,FR",1,68.00,110.00,87.07,29,2026-03-28 18:41:31
,simple,SB-REE-CLUB-C-85-VINT,Reebok Club C 85 Vintage,1,Prix agrégés marché FR — 32 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 120.00 €, moyenne 96.66 €. Dernière mise à jour : 2026-03-28 18:41:31.",120.00,96.66,Sneakers > Reebok,"Reebok,sneakers,FR",1,70.00,120.00,96.66,32,2026-03-28 18:41:31
,simple,SB-REE-CLUB-C-85-WOME,Reebok Club C 85 Women,1,Prix agrégés marché FR — 30 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 119.00 €, moyenne 95.37 €. Dernière mise à jour : 2026-03-28 18:41:31.",119.00,95.37,Sneakers > Reebok,"Reebok,sneakers,FR",1,70.00,119.00,95.37,30,2026-03-28 18:41:31
,simple,SB-REE-FREESTYLE-HI-1,Reebok Freestyle Hi 1987,1,Prix agrégés marché FR — 31 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 140.00 €, moyenne 102.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",140.00,102.00,Sneakers > Reebok,"Reebok,sneakers,FR",1,70.00,140.00,102.00,31,2026-03-28 18:41:31
,simple,SB-REE-FREESTYLE-HI-W,Reebok Freestyle Hi Women,1,Prix agrégés marché FR — 24 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 150.00 €, moyenne 112.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",150.00,112.00,Sneakers > Reebok,"Reebok,sneakers,FR",1,80.00,150.00,112.00,24,2026-03-28 18:41:31
,simple,SB-REE-INSTAPUMP-FURY,Reebok Instapump Fury OG,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 120.00 €, max 200.00 €, moyenne 155.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",200.00,155.00,Sneakers > Reebok,"Reebok,sneakers,FR",1,120.00,200.00,155.00,26,2026-03-28 18:41:31
,simple,SB-REE-INSTAPUMP-FURY,Reebok Instapump Fury Women,1,Prix agrégés marché FR — 33 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 79.99 €, max 130.01 €, moyenne 104.25 €. Dernière mise à jour : 2026-03-28 18:41:31.",130.01,104.25,Sneakers > Reebok,"Reebok,sneakers,FR",1,79.99,130.01,104.25,33,2026-03-28 18:41:31
,simple,SB-REE-NANO-X4,Reebok Nano X4,1,Prix agrégés marché FR — 17 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 79.99 €, max 129.95 €, moyenne 105.42 €. Dernière mise à jour : 2026-03-28 18:41:31.",129.95,105.42,Sneakers > Reebok,"Reebok,sneakers,FR",1,79.99,129.95,105.42,17,2026-03-28 18:41:31
,simple,SB-REE-NANO-X4-WOMEN,Reebok Nano X4 Women,1,Prix agrégés marché FR — 35 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 76.45 €, max 121.50 €, moyenne 97.44 €. Dernière mise à jour : 2026-03-28 18:41:31.",121.50,97.44,Sneakers > Reebok,"Reebok,sneakers,FR",1,76.45,121.50,97.44,35,2026-03-28 18:41:31
,simple,SB-SAL-ACS-PRO-ADVANC,Salomon ACS Pro Advanced,1,Prix agrégés marché FR — 32 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 140.00 €, max 210.00 €, moyenne 170.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",210.00,170.00,Sneakers > Salomon,"Salomon,sneakers,FR",1,140.00,210.00,170.00,32,2026-03-28 18:41:31
,simple,SB-SAL-ACS-PRO-WOMEN,Salomon ACS Pro Women,1,Prix agrégés marché FR — 23 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 107.95 €, max 170.00 €, moyenne 134.74 €. Dernière mise à jour : 2026-03-28 18:41:31.",170.00,134.74,Sneakers > Salomon,"Salomon,sneakers,FR",1,107.95,170.00,134.74,23,2026-03-28 18:41:31
,simple,SB-SAL-PULSAR-ADVANCE,Salomon Pulsar Advanced,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 95.00 €, max 160.00 €, moyenne 129.94 €. Dernière mise à jour : 2026-03-28 18:41:31.",160.00,129.94,Sneakers > Salomon,"Salomon,sneakers,FR",1,95.00,160.00,129.94,26,2026-03-28 18:41:31
,simple,SB-SAL-PULSAR-PLATFOR,Salomon Pulsar Platform,1,Prix agrégés marché FR — 27 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 120.00 €, max 180.00 €, moyenne 150.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",180.00,150.00,Sneakers > Salomon,"Salomon,sneakers,FR",1,120.00,180.00,150.00,27,2026-03-28 18:41:31
,simple,SB-SAL-SPEEDCROSS-6,Salomon Speedcross 6,1,Prix agrégés marché FR — 23 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 104.95 €, max 165.00 €, moyenne 132.78 €. Dernière mise à jour : 2026-03-28 18:41:31.",165.00,132.78,Sneakers > Salomon,"Salomon,sneakers,FR",1,104.95,165.00,132.78,23,2026-03-28 18:41:31
,simple,SB-SAL-SPEEDCROSS-6-G,Salomon Speedcross 6 GTX,1,Prix agrégés marché FR — 18 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 108.15 €, max 170.00 €, moyenne 141.18 €. Dernière mise à jour : 2026-03-28 18:41:31.",170.00,141.18,Sneakers > Salomon,"Salomon,sneakers,FR",1,108.15,170.00,141.18,18,2026-03-28 18:41:31
,simple,SB-SAL-XT-4-ADVANCED,Salomon XT-4 Advanced,1,Prix agrégés marché FR — 31 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 130.00 €, max 210.00 €, moyenne 165.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",210.00,165.00,Sneakers > Salomon,"Salomon,sneakers,FR",1,130.00,210.00,165.00,31,2026-03-28 18:41:31
,simple,SB-SAL-XT-4-OG,Salomon XT-4 OG,1,Prix agrégés marché FR — 38 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 140.00 €, max 220.00 €, moyenne 175.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",220.00,175.00,Sneakers > Salomon,"Salomon,sneakers,FR",1,140.00,220.00,175.00,38,2026-03-28 18:41:31
,simple,SB-SAL-XT-6-ADVANCED,Salomon XT-6 Advanced,1,Prix agrégés marché FR — 31 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 150.00 €, max 230.00 €, moyenne 185.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",230.00,185.00,Sneakers > Salomon,"Salomon,sneakers,FR",1,150.00,230.00,185.00,31,2026-03-28 18:41:31
,simple,SB-SAL-XT-6-GORE-TEX,Salomon XT-6 Gore-Tex,1,Prix agrégés marché FR — 28 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 160.00 €, max 240.00 €, moyenne 195.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",240.00,195.00,Sneakers > Salomon,"Salomon,sneakers,FR",1,160.00,240.00,195.00,28,2026-03-28 18:41:31
,simple,SB-SAL-XT-6-WOMEN,Salomon XT-6 Women,1,Prix agrégés marché FR — 30 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 94.95 €, max 161.41 €, moyenne 121.13 €. Dernière mise à jour : 2026-03-28 18:41:31.",161.41,121.13,Sneakers > Salomon,"Salomon,sneakers,FR",1,94.95,161.41,121.13,30,2026-03-28 18:41:31
,simple,SB-VAN-AUTHENTIC-LO-P,Vans Authentic Lo Pro,1,Prix agrégés marché FR — 25 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 105.00 €, moyenne 80.56 €. Dernière mise à jour : 2026-03-28 18:41:31.",105.00,80.56,Sneakers > Vans,"Vans,sneakers,FR",1,60.00,105.00,80.56,25,2026-03-28 18:41:31
,simple,SB-VAN-AUTHENTIC-WOME,Vans Authentic Women,1,Prix agrégés marché FR — 30 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 110.00 €, moyenne 80.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",110.00,80.00,Sneakers > Vans,"Vans,sneakers,FR",1,60.00,110.00,80.00,30,2026-03-28 18:41:31
,simple,SB-VAN-ERA-STACKED,Vans Era Stacked,1,Prix agrégés marché FR — 21 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 59.95 €, max 94.99 €, moyenne 76.33 €. Dernière mise à jour : 2026-03-28 18:41:31.",94.99,76.33,Sneakers > Vans,"Vans,sneakers,FR",1,59.95,94.99,76.33,21,2026-03-28 18:41:31
,simple,SB-VAN-HALF-CAB-PRO,Vans Half Cab Pro,1,Prix agrégés marché FR — 35 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 65.00 €, max 120.00 €, moyenne 88.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",120.00,88.00,Sneakers > Vans,"Vans,sneakers,FR",1,65.00,120.00,88.00,35,2026-03-28 18:41:31
,simple,SB-VAN-OLD-SKOOL-OVER,Vans Old Skool Overt,1,Prix agrégés marché FR — 20 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 56.00 €, max 98.00 €, moyenne 81.52 €. Dernière mise à jour : 2026-03-28 18:41:31.",98.00,81.52,Sneakers > Vans,"Vans,sneakers,FR",1,56.00,98.00,81.52,20,2026-03-28 18:41:31
,simple,SB-VAN-OLD-SKOOL-STAC,Vans Old Skool Stackform,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 105.00 €, moyenne 83.61 €. Dernière mise à jour : 2026-03-28 18:41:31.",105.00,83.61,Sneakers > Vans,"Vans,sneakers,FR",1,60.00,105.00,83.61,26,2026-03-28 18:41:31
,simple,SB-VAN-OLD-SKOOL-WOME,Vans Old Skool Women,1,Prix agrégés marché FR — 28 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 65.00 €, max 120.00 €, moyenne 88.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",120.00,88.00,Sneakers > Vans,"Vans,sneakers,FR",1,65.00,120.00,88.00,28,2026-03-28 18:41:31
,simple,SB-VAN-SK8-HI-REISSUE,Vans Sk8-Hi Reissue,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 120.00 €, moyenne 90.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",120.00,90.00,Sneakers > Vans,"Vans,sneakers,FR",1,70.00,120.00,90.00,29,2026-03-28 18:41:31
,simple,SB-VAN-SK8-HI-TAPERED,Vans Sk8-Hi Tapered,1,Prix agrégés marché FR — 29 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 129.95 €, moyenne 105.52 €. Dernière mise à jour : 2026-03-28 18:41:31.",129.95,105.52,Sneakers > Vans,"Vans,sneakers,FR",1,80.00,129.95,105.52,29,2026-03-28 18:41:31
,simple,SB-VAN-SK8-HI-WOMEN,Vans Sk8-Hi Women,1,Prix agrégés marché FR — 21 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 130.00 €, moyenne 94.00 €. Dernière mise à jour : 2026-03-28 18:41:31.",130.00,94.00,Sneakers > Vans,"Vans,sneakers,FR",1,70.00,130.00,94.00,21,2026-03-28 18:41:31
,simple,SB-VAN-SLIP-ON-PLATFO,Vans Slip-On Platform,1,Prix agrégés marché FR — 15 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 64.95 €, max 96.00 €, moyenne 81.94 €. Dernière mise à jour : 2026-03-28 18:41:31.",96.00,81.94,Sneakers > Vans,"Vans,sneakers,FR",1,64.95,96.00,81.94,15,2026-03-28 18:41:31
,simple,SB-VAN-SLIP-ON-WOMEN,Vans Slip-On Women,1,Prix agrégés marché FR — 20 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 62.50 €, max 106.76 €, moyenne 83.06 €. Dernière mise à jour : 2026-03-28 18:41:31.",106.76,83.06,Sneakers > Vans,"Vans,sneakers,FR",1,62.50,106.76,83.06,20,2026-03-28 18:41:31
