ID,Type,SKU,Name,Published,Short description,Description,Regular price,Sale price,Categories,Tags,In stock?,Meta: _price_min,Meta: _price_max,Meta: _price_avg,Meta: _nb_sources,Meta: _last_update
,simple,SB-ADI-SAMBA-OG,Adidas Samba OG,1,Prix agrégés marché FR — 23 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 88.00 €, max 130.00 €, moyenne 105.41 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,105.41,Sneakers > Adidas,"Adidas,sneakers,FR",1,88.00,130.00,105.41,23,2026-03-29 05:00:00
,simple,SB-ADI-SAMBA-OG-WOMEN,Adidas Samba OG Women,1,Prix agrégés marché FR — 14 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 88.00 €, max 130.00 €, moyenne 107.71 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,107.71,Sneakers > Adidas,"Adidas,sneakers,FR",1,88.00,130.00,107.71,14,2026-03-29 05:00:00
,simple,SB-ADI-SL-72-OG-WOMEN,Adidas SL 72 OG Women,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 85.00 €, max 150.00 €, moyenne 112.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,112.00,Sneakers > Adidas,"Adidas,sneakers,FR",1,85.00,150.00,112.00,26,2026-03-29 05:00:00
,simple,SB-ADI-STAN-SMITH,Adidas Stan Smith,1,Prix agrégés marché FR — 17 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.95 €, max 120.00 €, moyenne 93.75 €. Dernière mise à jour : 2026-03-29 05:00:00.",120.00,93.75,Sneakers > Adidas,"Adidas,sneakers,FR",1,70.95,120.00,93.75,17,2026-03-29 05:00:00
,simple,SB-ADI-STAN-SMITH-REC,Adidas Stan Smith Recon,1,Prix agrégés marché FR — 13 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 74.95 €, max 115.00 €, moyenne 93.14 €. Dernière mise à jour : 2026-03-29 05:00:00.",115.00,93.14,Sneakers > Adidas,"Adidas,sneakers,FR",1,74.95,115.00,93.14,13,2026-03-29 05:00:00
,simple,SB-ADI-SUPERSTAR,Adidas Superstar,1,Prix agrégés marché FR — 13 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 79.95 €, max 130.00 €, moyenne 101.44 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,101.44,Sneakers > Adidas,"Adidas,sneakers,FR",1,79.95,130.00,101.44,13,2026-03-29 05:00:00
,simple,SB-ADI-SUPERSTAR-XLG,Adidas Superstar XLG,1,Prix agrégés marché FR — 12 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 75.00 €, max 130.00 €, moyenne 101.90 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,101.90,Sneakers > Adidas,"Adidas,sneakers,FR",1,75.00,130.00,101.90,12,2026-03-29 05:00:00
,simple,SB-ASI-GEL-1130,Asics Gel-1130,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 140.00 €, moyenne 108.29 €. Dernière mise à jour : 2026-03-29 05:00:00.",140.00,108.29,Sneakers > Asics,"Asics,sneakers,FR",1,80.00,140.00,108.29,26,2026-03-29 05:00:00
,simple,SB-ASI-GEL-1130-PREMI,Asics Gel-1130 Premium,1,Prix agrégés marché FR — 20 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 140.00 €, moyenne 108.42 €. Dernière mise à jour : 2026-03-29 05:00:00.",140.00,108.42,Sneakers > Asics,"Asics,sneakers,FR",1,80.00,140.00,108.42,20,2026-03-29 05:00:00
,simple,SB-ASI-GEL-1130-WOMEN,Asics Gel-1130 Women,1,Prix agrégés marché FR — 22 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 85.00 €, max 150.00 €, moyenne 112.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,112.00,Sneakers > Asics,"Asics,sneakers,FR",1,85.00,150.00,112.00,22,2026-03-29 05:00:00
,simple,SB-ASI-GEL-CUMULUS-26,Asics Gel-Cumulus 26,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 122.50 €, moyenne 122.50 €. Dernière mise à jour : 2026-03-29 05:00:00.",122.50,122.50,Sneakers > Asics,"Asics,sneakers,FR",1,70.00,122.50,122.50,26,2026-03-29 05:00:00
,simple,SB-ASI-GEL-KAYANO-14,Asics Gel-Kayano 14,1,Prix agrégés marché FR — 19 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 90.00 €, max 157.50 €, moyenne 130.55 €. Dernière mise à jour : 2026-03-29 05:00:00.",157.50,130.55,Sneakers > Asics,"Asics,sneakers,FR",1,90.00,157.50,130.55,19,2026-03-29 05:00:00
,simple,SB-ASI-GEL-KAYANO-14-,Asics Gel-Kayano 14 Vintage,1,Prix agrégés marché FR — 11 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 93.56 €, max 149.99 €, moyenne 118.80 €. Dernière mise à jour : 2026-03-29 05:00:00.",149.99,118.80,Sneakers > Asics,"Asics,sneakers,FR",1,93.56,149.99,118.80,11,2026-03-29 05:00:00
,simple,SB-ASI-GEL-KAYANO-14-,Asics Gel-Kayano 14 Women,1,Prix agrégés marché FR — 11 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 92.50 €, max 149.99 €, moyenne 128.12 €. Dernière mise à jour : 2026-03-29 05:00:00.",149.99,128.12,Sneakers > Asics,"Asics,sneakers,FR",1,92.50,149.99,128.12,11,2026-03-29 05:00:00
,simple,SB-ASI-GEL-LYTE-III-O,Asics Gel-Lyte III OG,1,Prix agrégés marché FR — 31 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 122.50 €, moyenne 122.50 €. Dernière mise à jour : 2026-03-29 05:00:00.",122.50,122.50,Sneakers > Asics,"Asics,sneakers,FR",1,70.00,122.50,122.50,31,2026-03-29 05:00:00
,simple,SB-ASI-GEL-NIMBUS-9,Asics Gel-Nimbus 9,1,Prix agrégés marché FR — 12 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 106.29 €, max 180.00 €, moyenne 142.51 €. Dernière mise à jour : 2026-03-29 05:00:00.",180.00,142.51,Sneakers > Asics,"Asics,sneakers,FR",1,106.29,180.00,142.51,12,2026-03-29 05:00:00
,simple,SB-ASI-GEL-NIMBUS-9-W,Asics Gel-Nimbus 9 Women,1,Prix agrégés marché FR — 13 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 106.29 €, max 180.00 €, moyenne 137.05 €. Dernière mise à jour : 2026-03-29 05:00:00.",180.00,137.05,Sneakers > Asics,"Asics,sneakers,FR",1,106.29,180.00,137.05,13,2026-03-29 05:00:00
,simple,SB-ASI-GT-2160,Asics GT-2160,1,Prix agrégés marché FR — 22 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 90.00 €, max 150.00 €, moyenne 114.34 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,114.34,Sneakers > Asics,"Asics,sneakers,FR",1,90.00,150.00,114.34,22,2026-03-29 05:00:00
,simple,SB-ASI-GT-2160-PREMIU,Asics GT-2160 Premium,1,Prix agrégés marché FR — 21 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 140.00 €, moyenne 113.04 €. Dernière mise à jour : 2026-03-29 05:00:00.",140.00,113.04,Sneakers > Asics,"Asics,sneakers,FR",1,80.00,140.00,113.04,21,2026-03-29 05:00:00
,simple,SB-ASI-GT-2160-WOMEN,Asics GT-2160 Women,1,Prix agrégés marché FR — 18 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 95.00 €, max 165.00 €, moyenne 122.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",165.00,122.00,Sneakers > Asics,"Asics,sneakers,FR",1,95.00,165.00,122.00,18,2026-03-29 05:00:00
,simple,SB-CON-ALL-STAR-HI,Converse All Star Hi,1,Prix agrégés marché FR — 19 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 55.00 €, max 96.25 €, moyenne 78.11 €. Dernière mise à jour : 2026-03-29 05:00:00.",96.25,78.11,Sneakers > Converse,"Converse,sneakers,FR",1,55.00,96.25,78.11,19,2026-03-29 05:00:00
,simple,SB-CON-ALL-STAR-LIFT-,Converse All Star Lift Women,1,Prix agrégés marché FR — 14 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 135.00 €, moyenne 98.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",135.00,98.00,Sneakers > Converse,"Converse,sneakers,FR",1,70.00,135.00,98.00,14,2026-03-29 05:00:00
,simple,SB-CON-ALL-STAR-LOW,Converse All Star Low,1,Prix agrégés marché FR — 15 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 55.00 €, max 96.25 €, moyenne 81.69 €. Dernière mise à jour : 2026-03-29 05:00:00.",96.25,81.69,Sneakers > Converse,"Converse,sneakers,FR",1,55.00,96.25,81.69,15,2026-03-29 05:00:00
,simple,SB-CON-CHUCK-70-HI,Converse Chuck 70 Hi,1,Prix agrégés marché FR — 13 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 120.00 €, moyenne 92.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",120.00,92.00,Sneakers > Converse,"Converse,sneakers,FR",1,70.00,120.00,92.00,13,2026-03-29 05:00:00
,simple,SB-CON-CHUCK-70-LOW,Converse Chuck 70 Low,1,Prix agrégés marché FR — 9 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 110.00 €, moyenne 90.44 €. Dernière mise à jour : 2026-03-29 05:00:00.",110.00,90.44,Sneakers > Converse,"Converse,sneakers,FR",1,70.00,110.00,90.44,9,2026-03-29 05:00:00
,simple,SB-CON-CHUCK-70-PLUS,Converse Chuck 70 Plus,1,Prix agrégés marché FR — 8 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 119.95 €, moyenne 90.49 €. Dernière mise à jour : 2026-03-29 05:00:00.",119.95,90.49,Sneakers > Converse,"Converse,sneakers,FR",1,70.00,119.95,90.49,8,2026-03-29 05:00:00
,simple,SB-CON-CHUCK-70-WOMEN,Converse Chuck 70 Women,1,Prix agrégés marché FR — 10 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 70.00 €, max 109.95 €, moyenne 87.48 €. Dernière mise à jour : 2026-03-29 05:00:00.",109.95,87.48,Sneakers > Converse,"Converse,sneakers,FR",1,70.00,109.95,87.48,10,2026-03-29 05:00:00
,simple,SB-CON-ONE-STAR-PRO,Converse One Star Pro,1,Prix agrégés marché FR — 16 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 56.00 €, max 98.00 €, moyenne 80.54 €. Dernière mise à jour : 2026-03-29 05:00:00.",98.00,80.54,Sneakers > Converse,"Converse,sneakers,FR",1,56.00,98.00,80.54,16,2026-03-29 05:00:00
,simple,SB-CON-ONE-STAR-WOMEN,Converse One Star Women,1,Prix agrégés marché FR — 15 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 75.00 €, max 145.00 €, moyenne 106.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",145.00,106.00,Sneakers > Converse,"Converse,sneakers,FR",1,75.00,145.00,106.00,15,2026-03-29 05:00:00
,simple,SB-CON-PRO-LEATHER-LO,Converse Pro Leather Low,1,Prix agrégés marché FR — 15 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 120.00 €, moyenne 85.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",120.00,85.00,Sneakers > Converse,"Converse,sneakers,FR",1,60.00,120.00,85.00,15,2026-03-29 05:00:00
,simple,SB-CON-RUN-STAR-HIKE-,Converse Run Star Hike Hi,1,Prix agrégés marché FR — 12 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 60.00 €, max 105.00 €, moyenne 92.76 €. Dernière mise à jour : 2026-03-29 05:00:00.",105.00,92.76,Sneakers > Converse,"Converse,sneakers,FR",1,60.00,105.00,92.76,12,2026-03-29 05:00:00
,simple,SB-CON-RUN-STAR-HIKE-,Converse Run Star Hike Low,1,Prix agrégés marché FR — 19 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 55.99 €, max 97.98 €, moyenne 86.63 €. Dernière mise à jour : 2026-03-29 05:00:00.",97.98,86.63,Sneakers > Converse,"Converse,sneakers,FR",1,55.99,97.98,86.63,19,2026-03-29 05:00:00
,simple,SB-CON-RUN-STAR-HIKE-,Converse Run Star Hike Women,1,Prix agrégés marché FR — 17 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 95.00 €, max 180.00 €, moyenne 132.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",180.00,132.00,Sneakers > Converse,"Converse,sneakers,FR",1,95.00,180.00,132.00,17,2026-03-29 05:00:00
,simple,SB-NEW-1906R-METALLIC,New Balance 1906R Metallic,1,Prix agrégés marché FR — 15 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 110.00 €, max 175.00 €, moyenne 140.13 €. Dernière mise à jour : 2026-03-29 05:00:00.",175.00,140.13,Sneakers > New Balance,"New Balance,sneakers,FR",1,110.00,175.00,140.13,15,2026-03-29 05:00:00
,simple,SB-NEW-1906R-PROTECTI,New Balance 1906R Protection Pack,1,Prix agrégés marché FR — 12 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 119.00 €, max 175.00 €, moyenne 146.90 €. Dernière mise à jour : 2026-03-29 05:00:00.",175.00,146.90,Sneakers > New Balance,"New Balance,sneakers,FR",1,119.00,175.00,146.90,12,2026-03-29 05:00:00
,simple,SB-NEW-2002R-GORE-TEX,New Balance 2002R Gore-Tex,1,Prix agrégés marché FR — 18 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 110.00 €, max 180.00 €, moyenne 140.94 €. Dernière mise à jour : 2026-03-29 05:00:00.",180.00,140.94,Sneakers > New Balance,"New Balance,sneakers,FR",1,110.00,180.00,140.94,18,2026-03-29 05:00:00
,simple,SB-NEW-2002R-PROTECTI,New Balance 2002R Protection Pack,1,Prix agrégés marché FR — 18 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 110.00 €, max 175.00 €, moyenne 142.93 €. Dernière mise à jour : 2026-03-29 05:00:00.",175.00,142.93,Sneakers > New Balance,"New Balance,sneakers,FR",1,110.00,175.00,142.93,18,2026-03-29 05:00:00
,simple,SB-NEW-2002R-WOMEN,New Balance 2002R Women,1,Prix agrégés marché FR — 15 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 110.00 €, max 175.00 €, moyenne 136.86 €. Dernière mise à jour : 2026-03-29 05:00:00.",175.00,136.86,Sneakers > New Balance,"New Balance,sneakers,FR",1,110.00,175.00,136.86,15,2026-03-29 05:00:00
,simple,SB-NEW-327-WOMEN,New Balance 327 Women,1,Prix agrégés marché FR — 19 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 90.00 €, max 155.00 €, moyenne 118.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",155.00,118.00,Sneakers > New Balance,"New Balance,sneakers,FR",1,90.00,155.00,118.00,19,2026-03-29 05:00:00
,simple,SB-NEW-530-SILVER,New Balance 530 Silver,1,Prix agrégés marché FR — 16 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 130.00 €, moyenne 104.56 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,104.56,Sneakers > New Balance,"New Balance,sneakers,FR",1,80.00,130.00,104.56,16,2026-03-29 05:00:00
,simple,SB-NEW-530-WHITE,New Balance 530 White,1,Prix agrégés marché FR — 19 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 130.00 €, moyenne 107.34 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,107.34,Sneakers > New Balance,"New Balance,sneakers,FR",1,80.00,130.00,107.34,19,2026-03-29 05:00:00
,simple,SB-NEW-530-WOMEN,New Balance 530 Women,1,Prix agrégés marché FR — 17 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 80.00 €, max 130.00 €, moyenne 105.81 €. Dernière mise à jour : 2026-03-29 05:00:00.",130.00,105.81,Sneakers > New Balance,"New Balance,sneakers,FR",1,80.00,130.00,105.81,17,2026-03-29 05:00:00
,simple,SB-NEW-550-WHITE-GREE,New Balance 550 White Green,1,Prix agrégés marché FR — 13 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 89.95 €, max 140.00 €, moyenne 110.55 €. Dernière mise à jour : 2026-03-29 05:00:00.",140.00,110.55,Sneakers > New Balance,"New Balance,sneakers,FR",1,89.95,140.00,110.55,13,2026-03-29 05:00:00
,simple,SB-NEW-550-WHITE-NAVY,New Balance 550 White Navy,1,Prix agrégés marché FR — 10 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 94.99 €, max 140.00 €, moyenne 117.69 €. Dernière mise à jour : 2026-03-29 05:00:00.",140.00,117.69,Sneakers > New Balance,"New Balance,sneakers,FR",1,94.99,140.00,117.69,10,2026-03-29 05:00:00
,simple,SB-NEW-550-WOMEN,New Balance 550 Women,1,Prix agrégés marché FR — 11 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 89.95 €, max 140.00 €, moyenne 113.56 €. Dernière mise à jour : 2026-03-29 05:00:00.",140.00,113.56,Sneakers > New Balance,"New Balance,sneakers,FR",1,89.95,140.00,113.56,11,2026-03-29 05:00:00
,simple,SB-NEW-574-CORE,New Balance 574 Core,1,Prix agrégés marché FR — 13 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 75.00 €, max 120.00 €, moyenne 97.22 €. Dernière mise à jour : 2026-03-29 05:00:00.",120.00,97.22,Sneakers > New Balance,"New Balance,sneakers,FR",1,75.00,120.00,97.22,13,2026-03-29 05:00:00
,simple,SB-NEW-574-LEGACY,New Balance 574 Legacy,1,Prix agrégés marché FR — 14 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 75.00 €, max 120.00 €, moyenne 96.85 €. Dernière mise à jour : 2026-03-29 05:00:00.",120.00,96.85,Sneakers > New Balance,"New Balance,sneakers,FR",1,75.00,120.00,96.85,14,2026-03-29 05:00:00
,simple,SB-NEW-574-WOMEN,New Balance 574 Women,1,Prix agrégés marché FR — 12 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 75.00 €, max 120.00 €, moyenne 98.49 €. Dernière mise à jour : 2026-03-29 05:00:00.",120.00,98.49,Sneakers > New Balance,"New Balance,sneakers,FR",1,75.00,120.00,98.49,12,2026-03-29 05:00:00
,simple,SB-NEW-9060-WOMEN,New Balance 9060 Women,1,Prix agrégés marché FR — 28 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 130.00 €, max 220.00 €, moyenne 165.00 €. Dernière mise à jour : 2026-03-29 05:00:00.",220.00,165.00,Sneakers > New Balance,"New Balance,sneakers,FR",1,130.00,220.00,165.00,28,2026-03-29 05:00:00
,simple,SB-NEW-990V6-MADE-IN-,New Balance 990v6 Made in USA,1,Prix agrégés marché FR — 8 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 150.00 €, max 195.00 €, moyenne 169.87 €. Dernière mise à jour : 2026-03-29 05:00:00.",195.00,169.87,Sneakers > New Balance,"New Balance,sneakers,FR",1,150.00,195.00,169.87,8,2026-03-29 05:00:00
,simple,SB-NIK-AIR-FORCE-1-HI,Nike Air Force 1 High,1,Prix agrégés marché FR — 23 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 90.00 €, max 150.00 €, moyenne 118.34 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,118.34,Sneakers > Nike,"Nike,sneakers,FR",1,90.00,150.00,118.34,23,2026-03-29 05:00:00
,simple,SB-NIK-AIR-FORCE-1-LO,Nike Air Force 1 Low,1,Prix agrégés marché FR — 27 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 89.95 €, max 150.00 €, moyenne 117.43 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,117.43,Sneakers > Nike,"Nike,sneakers,FR",1,89.95,150.00,117.43,27,2026-03-29 05:00:00
,simple,SB-NIK-AIR-FORCE-1-LO,Nike Air Force 1 Low Women,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 90.95 €, max 150.00 €, moyenne 118.44 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,118.44,Sneakers > Nike,"Nike,sneakers,FR",1,90.95,150.00,118.44,26,2026-03-29 05:00:00
,simple,SB-NIK-AIR-FORCE-1-MI,Nike Air Force 1 Mid,1,Prix agrégés marché FR — 24 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 90.00 €, max 150.00 €, moyenne 118.16 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,118.16,Sneakers > Nike,"Nike,sneakers,FR",1,90.00,150.00,118.16,24,2026-03-29 05:00:00
,simple,SB-NIK-AIR-JORDAN-1-H,Nike Air Jordan 1 High OG,1,Prix agrégés marché FR — 24 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 119.49 €, max 195.00 €, moyenne 145.26 €. Dernière mise à jour : 2026-03-29 05:00:00.",195.00,145.26,Sneakers > Nike,"Nike,sneakers,FR",1,119.49,195.00,145.26,24,2026-03-29 05:00:00
,simple,SB-NIK-AIR-JORDAN-1-L,Nike Air Jordan 1 Low,1,Prix agrégés marché FR — 16 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 110.95 €, max 150.00 €, moyenne 130.99 €. Dernière mise à jour : 2026-03-29 05:00:00.",150.00,130.99,Sneakers > Nike,"Nike,sneakers,FR",1,110.95,150.00,130.99,16,2026-03-29 05:00:00
,simple,SB-NIK-AIR-JORDAN-1-L,Nike Air Jordan 1 Low Women,1,Prix agrégés marché FR — 17 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 119.99 €, max 189.99 €, moyenne 142.88 €. Dernière mise à jour : 2026-03-29 05:00:00.",189.99,142.88,Sneakers > Nike,"Nike,sneakers,FR",1,119.99,189.99,142.88,17,2026-03-29 05:00:00
,simple,SB-NIK-AIR-JORDAN-1-M,Nike Air Jordan 1 Mid,1,Prix agrégés marché FR — 22 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 111.95 €, max 195.91 €, moyenne 149.90 €. Dernière mise à jour : 2026-03-29 05:00:00.",195.91,149.90,Sneakers > Nike,"Nike,sneakers,FR",1,111.95,195.91,149.90,22,2026-03-29 05:00:00
,simple,SB-NIK-AIR-JORDAN-1-M,Nike Air Jordan 1 Mid Women,1,Prix agrégés marché FR — 20 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 116.96 €, max 179.99 €, moyenne 138.68 €. Dernière mise à jour : 2026-03-29 05:00:00.",179.99,138.68,Sneakers > Nike,"Nike,sneakers,FR",1,116.96,179.99,138.68,20,2026-03-29 05:00:00
,simple,SB-NIK-AIR-MAX-90-ESS,Nike Air Max 90 Essential,1,Prix agrégés marché FR — 26 source(s).,"SneakerBot — agrégat multi-boutiques FR. Min 100.00 €, max 175.00 €, moyenne 141.84 €. Dernière mise à jour : 2026-03-29 05:00:00.",175.00,141.84,Sneakers > Nike,"Nike,sneakers,FR",1,100.00,175.00,141.84,26,2026-03-29 05:00:00
